epoch,mean_triplet_loss
1,1.5135055208737966
2,1.0776533846739942
3,0.8390530439502245
4,0.7006116659086211
5,0.6063799387626488
6,0.541570118739924
7,0.49558168242938233
8,0.4559393995562672
9,0.4303633938131501
10,0.39549872812894643
